datekey,productkey,warehousekey,producedqty,scrapqty,machinehours,downtimehours
20250501,17,3,121.54,1.41,15.37,0.04
20250501,27,3,13.53,0.59,14.01,0.03
20250501,25,3,85.45,8.32,13.44,2.97
20250502,4,2,14.78,0.35,13.87,2.92
20250502,23,1,117.58,1.06,16.5,0.85
20250502,5,3,137.34,10.55,4.83,2.8
20250502,17,3,142.49,11.97,2.04,2.64
20250502,10,2,5.88,0.18,1.32,1.29
20250505,5,3,62.91,3.25,11.18,0.6
20250505,24,1,66.67,2.81,8.71,1.83
20250505,16,2,110.02,1.6,14.62,1.44
20250505,15,2,55.6,2.61,8.06,1.94
20250505,3,3,124.1,6.83,8.53,2.78
20250506,2,3,123.24,0.23,3.25,1.85
20250506,23,2,83.38,5.61,18.35,0.13
20250506,13,1,51.23,0.14,5.08,1.15
20250506,20,1,5.06,0.42,17.49,0.98
20250506,5,1,83.32,8.23,13.89,2.33
20250507,3,3,142.01,2.75,2.41,1.4
20250507,1,2,67.19,6.3,18.47,0.75
20250507,14,1,8.73,0.59,14.53,1.87
20250507,17,2,125.3,7.23,7.74,0.31
20250507,21,1,16.36,0.02,10.48,0.07
20250508,18,3,17.16,0.04,7.44,0.4
20250508,3,2,114.76,10.92,16.25,0.99
20250508,13,2,119.41,5.45,15.81,1.3
20250508,7,3,47.74,3.4,15.81,2.71
20250508,10,1,105.05,10.16,4.61,1.05
20250509,12,2,29.22,1.54,3.9,1.57
20250509,26,1,128.64,6.55,9.51,2.87
20250509,18,1,99.25,2.1,4.25,1.73
20250509,22,2,107.4,8.4,20.0,1.02
20250509,5,1,21.42,1.14,13.59,2.83
20250512,26,1,50.5,1.97,18.97,2.82
20250512,11,3,7.74,0.41,8.45,2.48
20250512,28,2,128.02,12.12,15.91,2.39
20250512,29,3,123.21,7.37,3.8,2.38
20250512,25,2,14.02,0.66,17.33,2.54
20250513,18,1,59.93,1.7,3.1,1.21
20250513,6,2,138.83,8.93,18.62,0.18
20250513,20,2,78.36,0.58,14.01,2.41
20250513,4,2,5.12,0.08,2.03,2.57
20250513,15,1,25.33,2.2,15.37,1.07
20250514,29,1,35.46,1.63,6.92,2.59
20250514,26,2,75.95,6.84,17.84,2.29
20250514,10,2,85.56,4.33,14.35,0.5
20250514,16,1,84.38,1.83,13.56,2.2
20250514,25,3,98.95,7.71,5.09,2.09
20250515,6,1,47.51,2.23,11.79,1.12
20250515,26,1,9.13,0.24,16.17,1.03
20250515,27,3,89.0,1.46,3.27,0.07
20250515,4,2,124.5,9.08,10.23,2.01
20250515,10,3,105.08,8.55,14.35,0.86
20250516,25,2,9.35,0.22,15.66,2.74
20250516,9,3,15.14,0.91,17.27,2.3
20250516,7,3,55.62,4.47,16.38,2.11
20250516,10,2,25.2,0.8,15.31,1.81
20250516,1,1,87.39,2.76,1.06,2.46
20250519,5,3,73.0,6.32,7.16,0.03
20250519,9,3,84.61,1.46,18.71,2.02
20250519,3,2,61.39,1.03,9.56,1.1
20250519,4,2,83.05,2.93,16.1,2.15
20250519,1,3,47.51,0.89,4.93,1.56
20250520,12,3,1.19,0.02,14.0,0.09
20250520,26,3,97.78,9.21,12.31,1.14
20250520,29,2,116.3,10.19,11.29,1.14
20250520,27,3,76.07,6.69,7.23,0.07
20250520,11,1,62.83,0.33,13.14,2.99
20250521,8,1,124.03,8.91,15.52,0.05
20250521,26,3,29.4,2.18,16.13,0.73
20250521,10,2,142.12,3.51,11.23,1.23
20250521,4,2,88.8,3.78,11.08,1.45
20250521,1,2,110.27,1.38,7.75,0.72
20250522,19,1,89.96,2.29,14.28,2.31
20250522,26,2,4.87,0.15,11.85,0.8
20250522,3,1,61.95,5.53,6.76,2.2
20250522,6,2,108.66,9.69,16.41,2.26
20250522,29,2,45.37,2.94,14.6,0.04
20250523,15,2,31.32,2.71,5.36,1.23
20250523,1,3,13.45,0.46,13.01,1.67
20250523,20,1,4.95,0.01,16.78,0.83
20250523,21,2,39.25,2.98,18.13,1.2
20250523,2,3,86.54,5.01,3.68,0.93
20250526,3,3,128.8,6.25,1.87,1.94
20250526,10,3,50.79,2.51,13.2,0.98
20250526,24,1,49.85,4.82,6.11,1.29
20250526,9,1,76.7,5.49,18.21,1.33
20250526,21,2,5.73,0.0,13.51,1.7
20250527,6,3,3.72,0.34,19.12,2.76
20250527,4,3,62.49,4.44,14.55,2.98
20250527,11,3,138.92,8.72,15.51,2.32
20250527,7,2,92.1,6.95,14.47,0.17
20250527,20,3,94.71,8.83,17.7,2.65
20250528,8,3,124.28,6.35,15.74,2.11
20250528,16,3,14.99,0.2,9.73,1.83
20250528,12,3,42.68,2.51,17.67,0.21
20250528,25,1,31.0,0.35,4.51,1.79
20250528,21,2,17.58,0.68,2.87,2.13
20250529,25,2,149.49,0.85,10.49,1.41
20250529,30,2,130.72,4.94,19.63,0.56
20250529,29,3,79.33,0.97,3.46,2.42
20250529,11,2,72.21,6.89,4.0,1.62
20250529,7,2,106.96,9.39,10.39,2.3
20250530,3,1,75.38,2.19,8.78,1.98
20250530,2,3,120.33,9.6,2.4,1.5
20250530,26,2,55.73,3.69,8.89,1.14
20250530,12,2,80.97,4.94,18.91,0.96
20250530,24,3,45.12,4.01,18.3,1.27
20250602,24,1,136.7,2.83,1.39,1.91
20250602,13,2,21.69,0.66,9.06,2.53
20250602,20,3,115.28,4.74,18.94,2.36
20250602,29,3,141.88,6.33,10.81,1.85
20250602,3,3,122.37,0.62,9.88,0.52
20250603,26,1,39.22,2.99,10.43,2.6
20250603,30,3,63.61,4.26,6.51,1.7
20250603,4,2,6.4,0.35,6.79,0.01
20250603,13,1,131.34,0.95,7.77,2.26
20250603,27,2,8.14,0.44,1.23,2.06
20250604,16,1,75.6,5.67,19.85,1.13
20250604,17,3,125.77,7.81,18.49,2.76
20250604,10,1,17.9,0.35,1.84,2.37
20250604,20,1,29.51,2.27,5.75,1.04
20250604,30,1,36.99,1.67,5.43,0.6
20250605,18,3,70.03,0.51,16.13,1.79
20250605,9,3,106.75,3.35,13.17,2.38
20250605,30,2,34.83,1.29,2.62,1.97
20250605,16,2,147.23,5.6,13.77,1.3
20250605,6,2,105.64,4.59,6.06,0.27
20250606,9,3,122.86,6.9,5.99,0.98
20250606,7,3,68.36,0.73,7.24,1.47
20250606,10,3,125.43,0.31,17.0,0.7
20250606,24,2,96.2,4.53,5.53,0.16
20250606,13,1,145.56,13.11,2.34,2.51
20250609,20,3,13.58,0.06,7.4,0.53
20250609,17,3,144.91,12.86,14.98,0.7
20250609,21,3,49.85,3.6,8.13,1.68
20250609,5,2,47.74,0.36,17.06,0.23
20250609,27,1,147.29,5.65,2.74,1.96
20250610,7,1,24.73,0.38,15.65,1.14
20250610,17,2,76.64,1.76,6.21,2.63
20250610,5,3,57.99,0.28,3.86,0.1
20250610,30,2,82.02,1.16,7.02,1.14
20250610,25,3,70.01,4.21,15.01,2.41
20250611,17,2,131.49,8.06,16.84,2.6
20250611,12,2,132.58,7.01,16.2,1.79
20250611,3,1,95.23,5.08,18.07,1.49
20250611,13,2,62.9,5.83,5.83,2.11
20250611,19,3,1.21,0.08,12.97,0.32
20250612,17,1,62.0,0.42,4.51,0.19
20250612,15,1,54.15,2.13,3.0,1.21
20250612,2,3,66.87,5.7,16.38,1.78
20250612,1,2,57.29,1.55,16.41,2.16
20250612,3,1,76.81,7.34,11.06,0.62
20250613,11,1,14.2,1.3,11.94,0.54
20250613,27,2,137.05,5.48,18.02,0.98
20250613,9,1,53.15,0.48,18.88,0.79
20250613,4,1,3.45,0.01,7.09,0.27
20250613,8,1,25.6,1.56,6.6,1.12
20250616,23,1,69.86,6.66,7.55,0.96
20250616,26,3,143.51,13.92,19.59,2.47
20250616,16,3,15.48,0.23,6.72,2.47
20250616,14,1,67.82,4.13,12.43,1.47
20250616,20,2,12.89,1.06,14.36,1.61
20250617,7,2,51.83,3.4,18.52,2.39
20250617,27,2,10.42,0.37,3.49,0.42
20250617,8,3,136.27,12.42,18.48,1.33
20250617,2,2,14.9,0.73,19.07,0.08
20250617,14,1,121.96,6.51,11.47,2.34
20250618,27,2,27.27,1.61,11.38,2.13
20250618,28,3,37.07,2.61,3.19,1.69
20250618,11,3,64.9,1.6,6.74,1.11
20250618,23,3,48.62,1.93,5.83,2.23
20250618,3,2,3.61,0.12,6.84,0.62
20250619,5,3,82.43,2.78,1.19,1.73
20250619,29,2,74.93,1.34,18.74,0.01
20250619,20,2,105.45,9.55,8.85,0.46
20250619,1,3,135.23,11.7,4.07,0.04
20250619,2,1,76.35,2.44,4.62,0.39
20250620,11,2,23.08,0.14,6.03,1.57
20250620,18,2,41.42,1.79,15.37,2.94
20250620,9,1,40.16,3.27,6.85,2.99
20250620,17,2,95.29,5.58,4.55,0.58
20250620,23,1,119.77,10.81,17.21,2.84
20250623,27,3,5.03,0.5,15.71,2.32
20250623,23,3,114.37,1.83,12.23,2.59
20250623,3,3,5.41,0.15,11.05,1.03
20250623,4,3,68.76,1.18,1.86,2.77
20250623,21,1,98.83,3.3,19.5,2.84
20250624,11,2,35.54,0.67,8.14,0.15
20250624,29,1,118.71,5.55,14.88,2.62
20250624,12,3,72.71,3.04,7.27,1.93
20250624,14,3,146.73,3.45,6.52,0.08
20250624,21,3,71.48,6.55,1.68,0.05
20250625,5,1,49.65,3.57,8.03,2.48
20250625,23,3,146.37,3.2,14.54,2.6
20250625,3,2,115.55,5.3,1.92,0.44
20250625,4,3,138.76,12.52,13.46,2.9
20250625,20,3,125.76,1.85,17.8,2.74
20250626,14,1,144.24,14.31,4.6,2.27
20250626,19,1,82.62,3.68,4.24,0.22
20250626,22,1,1.2,0.08,4.99,0.38
20250626,30,1,45.16,2.47,1.18,0.07
20250626,28,2,53.29,1.6,6.21,2.44
20250627,6,3,126.53,6.33,10.38,1.45
20250627,27,2,115.98,2.29,9.89,0.5
20250627,16,1,39.84,3.67,16.06,0.79
20250627,24,1,142.97,6.99,8.29,2.41
20250627,29,3,82.89,1.25,13.89,1.71
20250630,10,2,52.4,2.03,8.0,1.65
20250630,26,2,116.01,10.4,15.2,2.29
20250630,18,3,37.54,0.4,5.52,0.07
20250630,6,3,120.09,8.17,16.52,0.28
20250630,24,2,22.02,0.74,12.56,0.33
20250701,19,1,100.72,2.66,17.2,2.71
20250701,7,2,101.05,5.87,17.03,1.2
20250701,25,3,57.51,3.82,7.35,2.09
20250701,4,1,27.61,0.08,9.1,0.42
20250701,17,3,46.89,4.67,5.52,0.18
20250702,14,2,109.88,3.21,10.91,1.0
20250702,4,2,120.8,9.28,6.88,1.87
20250702,28,1,115.24,3.33,6.67,1.31
20250702,25,3,41.59,2.65,5.23,2.8
20250702,5,2,70.69,5.74,6.16,0.89
20250703,11,3,18.33,1.22,4.29,0.47
20250703,17,3,49.39,3.66,15.04,1.99
20250703,15,3,89.64,8.41,10.78,0.22
20250703,10,3,47.33,0.03,18.08,1.57
20250703,9,1,46.51,0.29,10.96,1.27
20250704,19,2,83.16,7.83,2.14,2.19
20250704,4,3,146.43,13.73,19.32,0.13
20250704,26,3,1.98,0.14,8.16,1.49
20250704,12,3,21.61,0.55,1.3,2.39
20250704,15,1,46.53,3.62,10.5,2.71
20250707,15,1,75.63,0.48,7.41,0.95
20250707,17,1,125.24,3.74,12.71,2.22
20250707,10,1,88.83,2.8,18.29,2.8
20250707,11,3,126.06,8.85,1.66,0.62
20250707,6,1,60.73,1.75,16.82,2.57
20250708,24,3,95.94,7.07,14.13,0.55
20250708,28,3,140.99,4.31,12.93,2.72
20250708,16,3,121.16,4.14,8.8,0.09
20250708,12,1,98.73,8.43,7.12,1.09
20250708,20,3,70.73,5.03,14.97,2.95
20250709,27,3,115.59,10.92,13.62,1.86
20250709,19,1,51.6,2.58,16.99,1.24
20250709,22,2,137.91,8.01,2.54,2.51
20250709,3,3,148.47,5.36,1.98,1.64
20250709,18,1,7.57,0.29,11.35,2.04
20250710,1,1,59.77,0.85,6.29,0.38
20250710,29,1,13.97,1.0,15.26,1.51
20250710,11,3,57.78,4.23,5.98,2.14
20250710,9,3,61.67,5.83,14.72,1.62
20250710,28,1,66.41,0.44,18.94,0.91
20250711,26,2,111.86,3.09,19.82,2.22
20250711,6,2,74.98,5.31,19.23,2.47
20250711,8,3,149.24,1.93,10.68,1.93
20250711,11,1,0.44,0.03,17.94,0.77
20250711,24,1,143.29,7.31,18.66,2.73
20250714,23,2,0.04,0.0,6.95,1.87
20250714,2,3,4.68,0.05,11.3,0.98
20250714,10,1,59.21,2.9,10.81,2.08
20250714,20,2,6.03,0.43,18.92,0.39
20250714,21,3,19.07,0.84,10.34,1.22
20250715,1,1,79.94,5.53,5.01,0.04
20250715,9,1,1.66,0.09,19.06,2.94
20250715,2,2,21.97,2.02,1.74,0.03
20250715,6,3,31.69,2.12,19.5,2.78
20250715,15,3,109.55,5.58,15.82,1.85
20250716,9,2,84.63,3.75,13.57,2.76
20250716,24,3,23.25,1.63,13.68,1.74
20250716,11,1,12.49,0.81,14.12,0.24
20250716,16,3,99.99,3.89,8.47,1.88
20250716,13,1,65.32,1.46,14.43,0.24
20250717,18,3,129.13,5.93,11.32,2.48
20250717,5,2,55.57,3.55,10.62,0.96
20250717,20,2,64.54,1.18,19.97,0.67
20250717,15,2,117.51,3.48,10.69,0.88
20250717,17,1,44.93,3.71,19.77,2.36
20250718,14,2,26.67,1.79,15.62,1.4
20250718,18,3,35.61,1.84,17.45,0.47
20250718,7,1,139.04,4.62,6.3,0.51
20250718,25,2,136.33,1.27,18.69,0.52
20250718,4,1,23.38,0.01,16.54,1.0
20250721,19,3,71.47,6.0,13.26,1.95
20250721,21,2,139.98,11.93,9.29,2.04
20250721,6,1,56.91,2.66,19.92,0.92
20250721,1,3,54.31,4.81,7.18,2.87
20250721,24,3,148.32,12.88,1.14,2.09
20250722,4,3,136.69,10.15,14.99,1.19
20250722,30,2,55.28,3.15,8.68,1.89
20250722,5,1,111.01,5.29,10.31,2.16
20250722,1,1,1.69,0.08,17.44,0.96
20250722,8,3,144.56,3.07,1.4,0.74
20250723,13,2,74.91,6.03,4.14,0.25
20250723,10,3,27.9,2.62,15.4,0.16
20250723,26,2,76.98,1.45,1.02,0.06
20250723,23,2,100.42,3.52,1.25,0.37
20250723,4,1,87.75,8.18,12.09,0.17
20250724,14,2,29.55,1.88,16.76,0.27
20250724,23,2,134.4,10.53,15.84,0.82
20250724,1,1,102.65,9.3,10.75,2.82
20250724,28,2,21.42,0.58,19.91,1.82
20250724,17,1,119.57,5.56,9.22,0.21
20250725,14,3,137.44,8.9,16.2,1.88
20250725,7,2,135.91,9.29,14.95,1.38
20250725,28,1,142.34,7.89,18.32,1.48
20250725,4,1,39.26,2.94,9.23,1.12
20250725,12,1,135.17,3.59,13.3,2.09
20250728,15,1,107.97,3.97,18.5,1.39
20250728,8,2,14.55,0.18,18.83,1.67
20250728,19,1,109.92,7.75,10.02,2.65
20250728,7,1,128.27,3.32,7.06,0.66
20250728,30,1,71.42,0.17,3.46,1.39
20250729,16,3,115.43,5.28,10.77,1.97
20250729,6,2,108.93,5.88,9.62,2.86
20250729,4,2,51.04,0.24,12.89,0.24
20250729,27,1,139.91,5.22,6.38,2.96
20250729,21,1,65.24,1.02,5.32,1.13
20250730,4,1,88.26,1.74,3.81,1.02
20250730,18,3,52.28,0.82,18.16,2.37
20250730,7,3,126.17,11.83,7.43,2.12
20250730,5,3,102.88,9.9,7.78,0.28
20250730,25,3,147.16,0.62,10.2,2.35
20250731,16,1,7.44,0.41,3.12,2.08
20250731,26,2,1.24,0.06,11.61,0.15
20250731,5,1,33.1,1.81,12.98,0.3
20250731,6,3,148.72,1.91,1.6,1.2
20250731,17,3,59.3,1.13,10.37,1.69
20250801,13,1,67.58,5.35,10.54,2.78
20250801,28,3,37.37,1.07,6.55,2.44
20250801,3,3,56.65,0.01,12.0,0.14
20250801,6,1,11.9,0.91,9.41,2.19
20250801,19,3,112.29,7.57,18.54,0.19
20250804,9,3,133.72,11.77,18.33,1.76
20250804,28,1,49.55,3.43,13.55,0.18
20250804,13,2,130.66,12.4,16.04,0.16
20250804,1,2,128.01,7.39,11.77,1.59
20250804,16,1,49.23,3.79,3.02,2.77
20250805,9,1,93.94,4.03,1.53,1.04
20250805,8,1,20.6,0.15,10.01,0.74
20250805,1,2,29.63,2.25,19.24,2.05
20250805,4,1,111.66,4.77,13.72,2.78
20250805,29,2,52.17,2.78,12.54,0.38
20250806,18,2,27.53,1.56,6.11,1.55
20250806,6,3,59.79,3.03,6.6,1.22
20250806,13,3,118.39,4.01,14.92,2.94
20250806,26,3,145.67,13.66,5.6,0.05
20250806,27,2,17.84,0.32,9.92,1.82
20250807,10,3,127.63,0.84,7.09,2.54
20250807,6,2,18.05,0.96,16.65,2.88
20250807,13,1,116.13,1.37,10.24,0.25
20250807,5,2,138.94,13.58,4.98,0.1
20250807,30,2,116.77,0.66,7.75,2.21
20250808,27,1,21.92,0.97,14.51,1.36
20250808,4,3,98.64,5.63,13.75,0.38
20250808,9,2,1.2,0.12,3.69,1.6
20250808,8,1,38.01,3.75,1.78,0.99
20250808,22,1,5.83,0.3,18.24,0.38
20250811,20,2,44.43,1.83,14.72,2.13
20250811,15,1,30.36,1.08,16.67,0.25
20250811,23,1,94.8,2.6,17.99,2.18
20250811,14,2,2.04,0.07,2.92,2.76
20250811,16,1,111.99,5.24,18.37,0.45
20250812,3,2,88.25,8.21,6.3,2.48
20250812,13,1,69.12,2.13,5.79,1.35
20250812,4,3,126.02,2.35,9.98,1.98
20250812,22,2,109.16,9.29,19.57,1.5
20250812,25,2,2.8,0.22,15.77,1.15
20250813,18,3,127.86,1.03,7.04,2.27
20250813,22,1,73.01,1.39,3.13,2.92
20250813,7,2,121.33,1.27,14.63,1.22
20250813,29,2,33.87,2.68,19.93,0.36
20250813,30,3,27.04,0.41,11.72,1.25
20250814,8,1,96.78,4.64,11.68,2.99
20250814,10,1,146.0,6.21,19.8,1.38
20250814,22,3,50.77,1.91,16.94,1.82
20250814,16,1,49.57,3.61,7.98,2.97
20250814,11,2,68.13,2.92,13.59,2.27
20250815,18,1,104.88,1.77,12.79,1.58
20250815,30,2,148.95,14.8,5.73,0.98
20250815,6,1,128.29,9.32,3.85,0.67
20250815,8,3,23.38,1.3,18.53,1.48
20250815,9,3,98.95,4.93,4.12,1.7
20250818,18,3,86.52,6.13,5.62,2.33
20250818,21,2,74.14,4.05,12.78,2.89
20250818,19,1,45.34,1.08,15.0,0.13
20250818,13,1,89.38,6.03,12.75,1.1
20250818,2,2,68.07,0.16,3.06,0.22
20250819,25,2,84.96,6.21,2.03,0.75
20250819,10,2,18.94,0.45,13.74,1.33
20250819,27,2,83.34,7.23,5.33,0.85
20250819,17,3,2.81,0.14,14.65,0.98
20250819,19,2,37.56,1.37,3.62,2.99
20250820,11,2,80.67,2.67,14.63,0.98
20250820,28,2,63.33,1.36,18.24,2.73
20250820,16,3,87.79,6.03,5.13,2.21
20250820,29,1,130.84,3.68,8.78,0.18
20250820,5,3,54.26,0.89,14.3,1.23
20250821,4,2,72.77,1.42,17.74,0.99
20250821,27,1,59.23,4.2,19.14,2.94
20250821,30,1,92.97,0.74,15.46,1.35
20250821,26,1,59.75,3.36,7.04,2.99
20250821,5,3,16.01,1.05,17.44,2.36
20250822,3,1,131.82,1.14,6.95,1.6
20250822,28,2,73.43,1.43,5.1,1.8
20250822,4,3,135.25,0.03,19.71,1.84
20250822,9,3,29.23,1.19,19.14,0.55
20250822,24,2,7.08,0.29,16.16,1.75
20250825,5,3,73.95,6.52,7.02,1.28
20250825,17,3,122.32,4.25,13.53,1.22
20250825,26,1,65.64,3.91,10.44,2.13
20250825,27,3,73.75,2.48,7.39,0.39
20250825,21,2,13.55,1.12,16.85,2.64
20250826,14,3,49.94,2.78,4.25,2.24
20250826,17,1,138.01,10.74,14.16,0.88
20250826,9,2,122.39,11.63,1.81,2.09
20250826,23,2,54.77,4.26,19.5,2.44
20250826,20,2,84.43,0.46,12.5,1.01
20250827,4,1,134.23,1.06,11.5,2.2
20250827,25,2,122.14,2.05,11.85,0.05
20250827,3,3,117.83,5.3,4.81,0.58
20250827,23,1,130.5,10.77,8.27,2.91
20250827,9,2,115.03,7.89,14.67,1.53
20250828,21,3,0.64,0.04,10.41,0.66
20250828,17,1,116.23,2.15,16.0,0.99
20250828,7,2,93.33,4.62,10.42,0.29
20250828,25,3,94.14,4.65,10.41,0.18
20250828,16,1,79.96,3.88,14.89,1.25
20250829,1,1,87.58,7.63,7.84,2.51
20250829,30,2,79.74,1.12,7.43,1.16
20250829,15,2,15.72,1.38,12.95,0.5
20250829,8,2,7.37,0.38,11.54,2.01
20250829,25,3,141.93,1.88,13.13,0.87
20250901,2,1,79.9,3.56,5.84,0.87
20250901,13,1,96.82,6.44,10.16,0.57
20250901,10,1,121.52,5.82,18.37,1.93
20250901,16,2,88.08,7.83,17.7,0.43
20250901,26,1,53.7,0.16,1.74,2.31
20250902,26,2,89.63,6.67,16.47,1.47
20250902,22,2,117.73,9.15,6.01,2.05
20250902,9,1,31.72,2.73,1.16,2.98
20250902,7,3,88.87,1.71,6.66,0.4
20250902,13,3,64.04,4.4,5.16,2.79
20250903,28,3,54.12,4.71,2.5,2.4
20250903,11,3,5.28,0.27,7.81,0.8
20250903,5,3,106.67,5.97,3.63,0.8
20250903,19,3,109.82,8.88,18.55,1.77
20250903,23,1,105.46,3.91,6.84,0.42
20250904,14,2,80.77,5.89,16.8,1.76
20250904,7,3,139.24,2.67,10.62,2.79
20250904,2,1,95.97,4.18,8.81,2.13
20250904,25,2,129.12,0.5,6.88,1.42
20250904,10,3,85.66,1.01,15.26,2.62
20250905,22,2,72.12,0.37,3.35,0.06
20250905,27,3,4.39,0.07,13.43,1.44
20250905,2,2,23.94,1.66,14.76,0.93
20250905,14,1,125.99,7.11,4.64,1.11
20250905,20,3,11.0,0.09,3.37,0.36
20250908,17,1,66.57,1.54,14.73,0.61
20250908,5,3,116.02,6.32,16.82,0.06
20250908,3,1,90.01,5.47,19.23,2.78
20250908,30,3,95.76,9.19,5.8,1.06
20250908,8,1,30.52,1.26,1.55,1.38
20250909,15,1,144.83,0.87,4.33,1.16
20250909,7,2,63.65,6.06,15.14,1.87
20250909,13,3,125.43,8.84,8.45,2.31
20250909,22,3,8.42,0.44,3.83,0.65
20250909,9,3,80.87,2.36,10.03,2.57
20250910,4,3,10.51,1.02,7.52,0.26
20250910,3,2,46.98,1.13,19.44,1.86
20250910,17,2,24.83,2.46,1.34,1.5
20250910,7,2,118.35,9.63,2.86,0.45
20250910,21,2,136.5,1.71,15.47,2.21
20250911,5,3,83.37,7.08,4.38,2.77
20250911,11,2,105.35,7.33,7.94,1.98
20250911,2,2,127.96,12.33,11.61,2.3
20250911,14,1,12.37,0.51,11.54,1.46
20250911,28,1,41.4,3.61,2.49,0.29
20250912,4,2,29.88,0.41,2.63,0.3
20250912,14,3,16.2,0.22,6.47,1.18
20250912,23,3,78.43,5.17,1.9,2.99
20250912,19,3,89.94,0.45,2.02,1.39
20250912,11,1,3.28,0.18,5.52,0.5
20250915,6,1,20.71,1.78,7.66,0.45
20250915,17,2,102.89,5.41,17.65,1.37
20250915,5,3,145.78,8.25,3.38,2.59
20250915,4,2,67.15,0.61,9.61,0.28
20250915,21,2,6.4,0.2,12.29,1.36
20250916,16,2,1.9,0.09,18.14,2.49
20250916,8,3,106.24,5.55,1.72,0.61
20250916,5,3,107.8,8.38,8.1,1.91
20250916,1,2,99.67,9.55,9.24,0.64
20250916,7,3,42.36,2.98,13.81,2.14
20250917,6,1,87.77,6.57,15.81,1.6
20250917,20,1,7.41,0.02,15.55,1.31
20250917,26,2,124.68,8.21,4.99,1.6
20250917,7,2,64.56,3.4,2.17,0.19
20250917,24,3,94.64,8.38,17.11,1.8
20250918,25,1,92.91,9.09,7.85,2.66
20250918,7,2,31.65,2.34,13.04,0.6
20250918,9,2,62.36,4.27,15.24,1.33
20250918,18,1,128.26,2.61,1.46,2.34
20250918,22,2,46.62,3.1,11.2,0.75
20250919,11,1,143.4,10.94,1.14,1.8
20250919,27,3,147.9,0.59,3.06,0.61
20250919,18,2,69.35,6.08,14.96,1.79
20250919,29,3,68.52,0.37,6.62,0.7
20250919,7,3,120.88,8.29,18.04,2.08
20250922,5,2,121.19,8.67,18.47,0.42
20250922,27,2,68.89,4.3,14.19,1.12
20250922,10,3,28.85,2.79,3.94,0.31
20250922,29,1,80.38,3.38,6.65,1.39
20250922,18,3,104.52,5.73,14.02,2.71
20250923,30,2,34.55,2.84,6.33,0.61
20250923,18,2,25.23,2.08,10.97,1.1
20250923,19,1,43.96,3.82,2.46,2.14
20250923,12,1,145.86,5.38,12.3,1.39
20250923,21,3,111.78,3.14,4.25,2.85
20250924,8,2,24.22,1.67,4.12,1.84
20250924,26,3,90.43,1.92,7.03,1.85
20250924,9,2,48.43,1.34,14.14,1.22
20250924,4,1,33.9,1.37,3.33,1.48
20250924,5,3,109.4,4.12,19.28,0.19
20250925,30,3,109.89,3.72,19.41,1.45
20250925,28,3,39.83,0.38,1.05,0.57
20250925,25,2,133.29,8.71,8.15,1.45
20250925,13,1,11.91,0.92,14.66,1.43
20250925,22,3,9.8,0.89,19.78,2.12
20250926,14,2,32.59,0.44,4.9,1.81
20250926,23,1,32.05,3.12,15.87,2.39
20250926,15,3,146.27,1.04,7.72,0.65
20250926,4,1,21.87,1.28,2.76,1.47
20250926,30,3,28.58,1.2,10.46,2.48
20250929,16,3,111.1,0.53,4.39,1.87
20250929,25,1,102.38,8.44,2.47,1.93
20250929,10,2,146.79,6.69,18.86,2.6
20250929,6,3,23.56,1.28,5.58,0.59
20250929,2,1,67.1,4.22,16.89,2.12
20250930,22,1,56.22,4.56,15.8,0.29
20250930,17,2,69.69,6.79,13.88,2.91
20250930,16,3,3.69,0.14,19.87,2.82
20250930,24,2,73.39,3.78,15.0,2.35
20250930,9,3,42.7,0.48,16.35,2.72
20251001,9,2,69.54,2.47,5.68,2.45
20251001,20,2,47.39,3.4,17.3,1.11
20251001,17,2,0.81,0.03,12.15,0.53
20251001,12,1,77.66,4.51,3.63,0.32
20251001,13,3,18.38,0.42,12.96,2.77
20251002,14,3,27.36,0.38,10.97,0.1
20251002,18,2,122.38,2.36,7.24,0.11
20251002,8,3,6.78,0.27,2.65,0.26
20251002,4,1,129.11,10.24,14.36,2.3
20251002,23,3,57.69,0.65,10.29,2.55
20251003,2,3,10.15,0.75,12.63,2.7
20251003,1,1,126.44,10.52,15.78,2.65
20251003,17,1,144.45,11.43,12.51,2.15
20251003,16,1,55.09,5.29,3.66,0.7
20251003,30,2,90.34,8.71,10.94,1.06
20251006,20,3,87.53,7.75,13.77,1.64
20251006,18,3,119.09,3.19,18.85,2.39
20251006,19,1,137.08,8.59,9.2,0.71
20251006,24,1,72.61,5.23,5.51,1.04
20251006,27,3,88.09,2.85,18.51,2.53
20251007,3,3,26.51,2.58,16.66,1.48
20251007,5,3,87.96,4.54,10.92,2.67
20251007,28,3,21.8,0.57,2.72,0.19
20251007,29,2,128.86,0.21,9.49,2.5
20251007,23,1,13.17,0.98,7.58,0.66
20251008,19,3,116.13,4.04,12.9,2.88
20251008,4,3,41.68,2.59,13.6,0.44
20251008,17,3,120.26,2.26,13.64,1.5
20251008,24,2,24.37,0.47,11.44,0.73
20251008,2,3,5.88,0.34,18.63,1.62
20251009,14,2,144.04,12.64,3.63,2.71
20251009,19,1,64.83,4.94,19.97,2.14
20251009,10,3,55.75,0.97,11.68,0.54
20251009,9,3,64.99,3.39,7.97,1.13
20251009,2,2,14.28,0.86,2.49,2.66
20251010,12,1,32.46,1.67,8.01,0.2
20251010,22,3,34.17,0.13,1.76,2.23
20251010,10,3,94.37,6.89,15.07,0.32
