datekey,customerkey,productkey,regionkey,salesrepkey,warehousekey,invoicenumber,invoicelineno,quantity,listprice,discountamount,netsales,cogs,grossmargin,currency
20240606,11,28,2,9,3,INV348360,1,18.87,66.25,104.82,1145.32,811.45,333.87,EUR
20240911,1,30,3,6,2,INV439572,3,29.45,19.7,112.5,467.66,263.61,204.05,EUR
20241206,28,1,4,8,2,INV905474,5,30.68,137.71,779.87,3445.07,1946.18,1498.89,EUR
20251023,9,16,4,14,1,INV704565,5,4.02,138.89,45.9,512.44,260.71,251.73,EUR
20240701,16,13,4,12,3,INV959430,2,47.45,90.58,798.68,3499.34,1767.91,1731.43,EUR
20251203,12,5,1,10,2,INV492717,3,34.15,86.08,269.22,2670.41,1820.28,850.13,EUR
20250318,30,1,1,6,3,INV213051,2,2.89,49.37,24.21,118.47,68.22,50.25,EUR
20250918,3,15,4,10,2,INV271536,1,19.74,148.34,322.83,2605.4,1454.05,1151.35,EUR
20240831,15,19,1,12,3,INV265204,5,46.07,158.81,891.72,6424.66,3429.11,2995.55,EUR
20241211,15,1,4,2,1,INV281756,4,3.06,20.57,7.04,55.9,42.78,13.12,EUR
20250607,15,21,4,8,3,INV393316,2,23.25,20.29,26.99,444.75,297.05,147.7,EUR
20250517,35,18,4,13,1,INV674097,2,4.04,46.77,6.0,182.95,127.71,55.24,EUR
20251211,2,3,2,7,3,INV680288,1,45.18,59.15,376.11,2296.29,1400.05,896.24,EUR
20250816,21,5,3,8,2,INV113779,5,21.43,141.6,11.81,3022.68,1898.17,1124.51,EUR
20240928,29,5,3,14,2,INV285476,3,23.59,96.08,211.14,2055.39,1182.22,873.17,EUR
20250521,36,29,3,1,2,INV103778,5,14.36,70.44,94.7,916.82,671.69,245.13,EUR
20240224,28,3,2,10,3,INV624417,5,23.23,185.04,469.18,3829.3,2092.79,1736.51,EUR
20250618,4,26,2,9,1,INV520535,1,35.66,153.62,281.75,5196.34,3280.26,1916.08,EUR
20240102,22,7,4,2,3,INV641008,4,2.63,83.57,31.53,188.26,124.78,63.48,EUR
20240111,13,3,4,7,2,INV594875,5,42.07,130.84,158.91,5345.53,3607.11,1738.42,EUR
20240714,8,29,2,13,2,INV240022,5,34.55,55.26,142.46,1766.77,1246.81,519.96,EUR
20240326,26,26,1,2,3,INV733266,1,48.88,115.71,296.02,5359.88,2711.65,2648.23,EUR
20250326,1,30,1,8,1,INV825760,5,39.19,140.18,533.87,4959.78,3816.67,1143.11,EUR
20250110,11,2,4,8,3,INV208486,1,24.09,64.19,88.14,1458.2,827.5,630.7,EUR
20250715,38,12,4,10,2,INV575017,2,32.76,65.8,35.89,2119.72,1094.01,1025.71,EUR
20240309,6,2,1,1,3,INV591763,1,40.95,104.31,629.54,3641.95,1851.65,1790.3,EUR
20240629,1,12,1,3,2,INV797432,3,28.7,41.06,179.73,998.69,687.11,311.58,EUR
20251221,40,6,1,2,1,INV807349,2,31.39,178.28,407.93,5188.28,3565.96,1622.32,EUR
20250909,31,9,4,11,3,INV785719,3,32.36,174.95,478.12,5183.26,3516.85,1666.41,EUR
20250407,20,9,2,6,1,INV502210,5,38.41,59.0,293.9,1972.29,1019.37,952.92,EUR
20240326,26,10,1,6,3,INV321447,4,15.29,188.82,454.37,2432.69,1837.26,595.43,EUR
20240405,13,8,4,13,3,INV904625,2,43.55,159.99,1109.54,5858.02,3624.01,2234.01,EUR
20250810,39,15,4,9,1,INV879660,4,38.59,10.91,44.64,376.38,226.98,149.4,EUR
20240331,30,10,1,13,2,INV646271,3,31.15,84.29,267.36,2358.27,1373.72,984.55,EUR
20250825,40,2,1,4,2,INV627764,4,9.37,149.55,188.85,1212.43,767.79,444.64,EUR
20240928,22,1,4,4,1,INV370990,3,38.48,70.29,526.89,2177.87,1570.23,607.64,EUR
20240421,7,29,1,2,3,INV159510,5,19.23,141.67,38.59,2685.72,1773.3,912.42,EUR
20250224,28,29,3,10,1,INV958266,2,4.74,77.82,42.56,326.31,174.69,151.62,EUR
20251112,14,2,4,12,3,INV308204,3,34.97,171.77,9.99,5996.81,4364.53,1632.28,EUR
20240608,10,22,4,5,1,INV462980,5,48.42,104.11,940.07,4100.94,2061.11,2039.83,EUR
20241205,19,18,2,14,3,INV642157,4,46.15,114.13,107.42,5159.68,3523.69,1635.99,EUR
20240306,19,16,3,10,3,INV666055,3,22.9,83.45,112.63,1798.38,1214.2,584.18,EUR
20250411,7,16,3,11,2,INV932990,2,4.95,91.66,41.56,412.16,267.78,144.38,EUR
20250702,4,26,3,6,1,INV751684,2,21.77,174.21,636.33,3156.22,2164.86,991.36,EUR
20250530,34,21,4,10,3,INV650226,4,47.09,72.82,191.19,3237.9,2116.99,1120.91,EUR
20250407,19,3,2,5,1,INV221159,5,46.38,35.88,311.4,1352.71,1078.57,274.14,EUR
20240806,27,29,1,12,2,INV731312,4,9.92,96.2,126.63,827.67,429.73,397.94,EUR
20251216,38,7,3,7,1,INV640994,5,2.33,39.11,5.08,86.05,68.26,17.79,EUR
20241020,19,16,2,7,3,INV926617,3,20.95,185.01,54.19,3821.77,2323.8,1497.97,EUR
20250721,26,5,2,12,1,INV165119,4,2.38,89.59,26.15,187.07,122.63,64.44,EUR
20241119,15,4,4,1,1,INV840874,2,23.03,185.52,206.17,4066.36,2097.66,1968.7,EUR
20250326,12,26,4,2,3,INV533959,2,14.93,96.75,252.59,1191.89,745.54,446.35,EUR
20240305,7,5,1,4,3,INV832460,1,25.09,171.01,478.49,3812.15,2464.48,1347.67,EUR
20240218,26,14,1,6,3,INV413322,3,31.51,107.02,346.39,3025.81,1854.86,1170.95,EUR
20241228,28,11,3,2,3,INV130117,2,31.8,114.69,380.95,3266.19,1964.86,1301.33,EUR
20240318,11,30,4,7,3,INV143519,3,41.87,126.56,413.45,4885.62,3794.67,1090.95,EUR
20250912,34,25,3,3,3,INV625862,2,49.68,169.73,1669.82,6762.37,4292.09,2470.28,EUR
20240206,22,5,1,4,1,INV802387,2,42.15,41.84,217.59,1545.97,1030.62,515.35,EUR
20250416,6,26,2,4,3,INV267082,1,11.19,92.19,78.74,952.87,601.21,351.66,EUR
20241027,9,26,4,14,3,INV603872,5,20.07,91.22,198.3,1632.49,1141.14,491.35,EUR
20241212,12,16,2,9,2,INV874668,4,49.1,147.25,216.24,7013.74,4571.17,2442.57,EUR
20250509,29,18,2,14,2,INV558889,1,47.87,11.38,19.83,524.93,347.02,177.91,EUR
20240815,18,21,3,14,3,INV838441,3,24.54,75.0,156.55,1683.95,939.41,744.54,EUR
20251027,9,28,4,8,3,INV848512,1,3.74,72.81,18.5,253.81,154.05,99.76,EUR
20250821,31,7,1,3,2,INV331343,2,9.34,75.43,130.26,574.26,364.34,209.92,EUR
20240124,20,23,2,13,2,INV143787,2,17.22,74.17,232.0,1045.21,686.04,359.17,EUR
20251218,15,19,4,8,3,INV140556,3,6.11,88.96,105.56,437.99,289.61,148.38,EUR
20240311,24,26,4,11,2,INV519148,4,12.41,84.29,164.6,881.44,671.77,209.67,EUR
20250124,39,1,3,5,3,INV803807,3,37.56,91.93,515.25,2937.64,1651.45,1286.19,EUR
20251229,12,20,1,12,1,INV397191,5,30.51,76.93,218.4,2128.73,1504.67,624.06,EUR
20240130,1,22,4,3,1,INV810295,5,13.83,69.43,161.38,798.84,561.78,237.06,EUR
20241012,11,14,3,1,2,INV532621,1,32.17,122.98,163.26,3793.01,1993.39,1799.62,EUR
20240218,15,28,2,10,3,INV130341,1,12.82,189.61,242.5,2188.3,1663.42,524.88,EUR
20250119,10,18,2,4,2,INV544909,5,31.6,70.89,397.67,1842.45,1349.63,492.82,EUR
20240318,3,18,1,2,2,INV958374,2,11.13,63.24,113.76,590.1,352.78,237.32,EUR
20250414,2,5,4,8,1,INV636340,4,4.47,70.57,24.04,291.41,198.87,92.54,EUR
20251106,40,12,4,12,3,INV800224,3,18.32,103.98,216.53,1688.38,1153.98,534.4,EUR
20250114,24,1,3,6,3,INV351648,4,7.57,144.91,18.21,1078.76,576.51,502.25,EUR
20250610,24,29,3,2,3,INV335149,5,17.9,40.49,45.36,679.41,490.34,189.07,EUR
20251109,24,5,1,8,3,INV911220,5,32.62,105.12,531.39,2897.62,1513.4,1384.22,EUR
20251027,21,4,1,10,3,INV844243,2,5.53,168.12,69.59,860.11,506.28,353.83,EUR
20241029,21,5,1,13,1,INV142320,2,24.21,83.29,251.23,1765.22,1021.4,743.82,EUR
20240726,2,17,2,5,1,INV297711,3,34.48,55.97,279.25,1650.6,870.64,779.96,EUR
20240621,19,29,3,1,3,INV836342,2,29.55,199.75,515.31,5387.3,3161.64,2225.66,EUR
20240123,37,9,1,3,3,INV192848,5,45.16,78.72,590.45,2964.55,1628.81,1335.74,EUR
20250504,37,11,1,12,1,INV396026,4,30.78,58.05,48.71,1738.07,1344.0,394.07,EUR
20240830,10,11,3,7,1,INV190538,5,45.1,26.52,231.21,964.84,515.38,449.46,EUR
20241105,15,9,3,8,1,INV311947,2,30.44,140.27,369.26,3900.56,2156.11,1744.45,EUR
20250417,28,18,4,2,1,INV617544,2,15.23,34.4,80.47,443.44,241.77,201.67,EUR
20240618,40,3,2,9,1,INV334659,1,5.52,122.49,41.29,634.85,323.97,310.88,EUR
20250924,34,20,1,9,3,INV776043,5,35.86,119.9,582.53,3717.08,2195.33,1521.75,EUR
20250104,11,7,1,14,3,INV212923,5,43.57,16.86,22.64,711.95,499.23,212.72,EUR
20240715,21,13,2,2,2,INV258968,2,38.26,177.39,849.77,5937.17,3839.67,2097.5,EUR
20241103,5,30,4,2,1,INV999948,2,34.85,181.36,116.6,6203.8,3316.21,2887.59,EUR
20250602,31,10,1,6,1,INV217455,2,36.39,158.53,26.45,5742.46,4399.91,1342.55,EUR
20240911,18,26,3,10,2,INV550738,1,47.95,24.56,210.65,967.0,621.22,345.78,EUR
20250204,23,2,4,8,2,INV887616,2,18.55,173.34,295.33,2920.13,1658.13,1262.0,EUR
20250121,14,4,4,1,1,INV794300,4,48.02,105.73,78.01,4999.14,3477.89,1521.25,EUR
20251118,4,11,4,14,1,INV297093,5,30.99,173.35,221.09,5151.03,3231.54,1919.49,EUR
20250417,2,1,3,10,3,INV394582,4,45.79,173.91,1541.46,6421.88,3976.2,2445.68,EUR
20250911,16,28,2,13,1,INV328799,4,3.9,103.7,60.03,344.4,205.08,139.32,EUR
20240110,2,19,4,14,1,INV387675,1,28.41,47.6,49.39,1302.93,768.04,534.89,EUR
20240201,26,11,4,5,2,INV829646,5,34.98,114.89,500.79,3518.06,2446.2,1071.86,EUR
20240906,30,11,1,14,3,INV616830,2,7.96,171.67,88.83,1277.66,846.48,431.18,EUR
20251210,10,22,3,9,2,INV878771,3,18.45,199.8,82.99,3603.32,2472.1,1131.22,EUR
20240427,37,14,1,4,2,INV644609,2,39.14,54.69,212.18,1928.39,1288.62,639.77,EUR
20240730,36,23,4,4,2,INV689920,2,8.12,55.7,1.54,450.74,260.27,190.47,EUR
20240829,27,9,4,6,3,INV426317,4,21.63,161.92,362.32,3140.01,2265.25,874.76,EUR
20251229,18,4,4,4,2,INV903968,1,7.38,86.06,13.42,621.7,372.94,248.76,EUR
20240621,37,15,4,7,1,INV227746,3,18.56,67.36,128.24,1121.96,598.31,523.65,EUR
20241002,17,26,1,6,2,INV286921,5,6.52,69.21,19.33,431.92,265.1,166.82,EUR
20240311,5,14,4,2,1,INV421824,4,45.95,173.35,1397.85,6567.58,3433.78,3133.8,EUR
20250612,39,6,4,12,3,INV123210,3,17.74,144.76,138.48,2429.56,1922.76,506.8,EUR
20240921,12,24,4,9,1,INV498222,5,37.9,185.73,1327.71,5711.46,4519.4,1192.06,EUR
20240825,32,15,1,5,1,INV308042,3,43.99,138.57,770.35,5325.34,3165.53,2159.81,EUR
20241212,37,12,4,13,2,INV130054,1,12.31,11.32,2.4,136.95,93.17,43.78,EUR
20250227,9,5,4,13,1,INV331259,5,19.44,121.54,428.65,1934.09,1365.65,568.44,EUR
20251208,7,21,4,12,1,INV509551,5,12.36,79.85,155.17,831.78,429.7,402.08,EUR
20250817,21,27,4,1,3,INV303086,3,2.44,146.07,40.89,315.52,196.23,119.29,EUR
20250104,3,18,1,2,1,INV531869,3,42.95,153.19,1246.41,5333.1,3051.41,2281.69,EUR
20250624,17,18,3,4,3,INV596879,4,2.66,141.3,12.98,362.88,234.46,128.42,EUR
20250807,22,23,3,12,1,INV419690,2,30.1,77.53,133.06,2200.59,1594.67,605.92,EUR
20250314,37,11,3,3,1,INV877916,4,42.29,142.65,426.79,5605.88,3534.71,2071.17,EUR
20250501,22,6,1,1,1,INV535060,1,32.77,94.9,168.49,2941.38,1877.45,1063.93,EUR
20251109,19,23,3,10,1,INV345613,3,34.03,165.06,799.41,4817.58,3204.85,1612.73,EUR
20240615,28,9,4,12,1,INV820216,1,3.6,94.54,31.66,308.68,243.79,64.89,EUR
20240415,9,22,3,11,3,INV454251,4,20.85,24.23,74.61,430.59,220.59,210.0,EUR
20241004,37,10,3,2,3,INV994631,3,9.51,144.07,174.58,1195.53,916.81,278.72,EUR
20240908,21,23,3,13,1,INV925413,5,10.9,50.52,18.61,532.06,351.41,180.65,EUR
20250428,23,28,4,11,2,INV701650,5,7.11,49.54,64.69,287.54,179.53,108.01,EUR
20241129,25,9,4,12,2,INV200512,1,17.74,116.47,365.11,1701.07,1222.53,478.54,EUR
20240307,34,28,4,1,3,INV647084,5,14.6,187.15,511.51,2220.88,1435.34,785.54,EUR
20250813,8,4,4,2,1,INV415303,4,13.63,82.55,146.19,978.97,773.73,205.24,EUR
20250819,33,8,1,13,3,INV579698,3,40.21,42.77,263.97,1455.81,1109.25,346.56,EUR
20250516,14,24,3,12,1,INV352890,4,50.0,137.13,1330.83,5525.67,3690.43,1835.24,EUR
20250522,30,1,1,8,3,INV687736,1,31.99,74.72,82.5,2307.79,1798.75,509.04,EUR
20240609,6,25,1,9,1,INV891624,2,20.9,118.63,290.36,2189.01,1498.05,690.96,EUR
20251112,26,14,1,3,3,INV551283,3,45.62,170.28,853.43,6914.74,3903.39,3011.35,EUR
20250807,24,15,1,7,2,INV522063,5,7.55,30.6,33.14,197.89,148.17,49.72,EUR
20240712,31,1,1,8,1,INV950125,2,24.88,157.58,413.8,3506.79,2292.16,1214.63,EUR
20250302,28,25,2,3,1,INV622935,1,28.96,178.97,533.69,4649.28,2705.36,1943.92,EUR
20241004,39,5,4,8,3,INV419258,5,22.57,87.78,271.07,1710.12,1170.93,539.19,EUR
20241221,4,28,4,13,2,INV805898,3,40.79,85.04,306.39,3162.39,1986.36,1176.03,EUR
20250208,24,22,3,2,3,INV634596,2,25.61,94.88,284.77,2145.11,1393.3,751.81,EUR
20250814,23,1,1,4,2,INV450061,2,37.99,21.59,71.76,748.44,414.53,333.91,EUR
20250918,15,2,2,3,3,INV507833,3,17.92,191.08,254.22,3169.93,2006.54,1163.39,EUR
20240904,1,20,1,8,2,INV913233,1,36.89,53.15,33.94,1926.76,1261.03,665.73,EUR
20240530,10,9,4,7,3,INV601885,3,6.99,75.09,58.57,466.31,300.61,165.7,EUR
20251010,37,19,1,1,3,INV937343,3,42.19,177.15,597.08,6876.88,5345.02,1531.86,EUR
20250221,39,30,2,4,1,INV616493,4,12.3,198.65,63.29,2380.11,1570.48,809.63,EUR
20241229,26,6,2,8,1,INV924729,2,25.37,43.58,74.52,1031.1,694.88,336.22,EUR
20240414,3,8,2,12,2,INV964605,1,1.34,141.66,11.85,177.97,123.96,54.01,EUR
20240914,3,7,4,1,2,INV307108,2,12.43,154.72,262.63,1660.54,1145.24,515.3,EUR
20250704,33,7,3,6,2,INV765444,1,7.27,132.68,171.86,792.72,545.22,247.5,EUR
20240113,18,15,2,8,1,INV721220,5,40.25,131.93,394.74,4915.44,3836.87,1078.57,EUR
20251124,8,16,4,10,3,INV504375,5,1.81,195.68,44.47,309.71,182.34,127.37,EUR
20251223,23,10,3,12,3,INV251078,1,19.01,136.48,279.88,2314.6,1311.77,1002.83,EUR
20250927,11,14,3,1,2,INV316277,2,31.83,95.56,394.01,2647.66,2110.83,536.83,EUR
20250908,28,17,3,10,1,INV375853,2,26.78,115.66,393.77,2703.6,1815.87,887.73,EUR
20240814,39,15,4,11,3,INV643038,2,34.21,25.26,64.34,799.8,457.01,342.79,EUR
20240406,39,17,3,13,3,INV964314,4,48.23,161.59,1214.81,6578.68,4633.24,1945.44,EUR
20240131,9,11,1,7,2,INV555503,5,20.83,137.51,21.09,2843.24,1972.84,870.4,EUR
20240816,20,16,4,8,1,INV412310,5,29.27,111.06,160.33,3090.4,2063.94,1026.46,EUR
20250101,40,3,1,4,3,INV451219,2,16.21,172.74,213.44,2586.68,1411.84,1174.84,EUR
20241129,23,19,4,4,3,INV563225,3,11.09,138.57,127.44,1409.3,956.87,452.43,EUR
20240920,40,11,3,1,1,INV683355,5,18.05,159.7,164.88,2717.7,1654.23,1063.47,EUR
20251109,24,7,1,8,1,INV638493,4,11.64,20.18,34.69,200.21,105.57,94.64,EUR
20251109,10,24,4,4,2,INV804098,4,11.85,151.15,60.09,1731.04,1247.65,483.39,EUR
20251103,30,7,2,3,3,INV314439,3,45.99,95.88,497.64,3911.88,2658.19,1253.69,EUR
20240307,28,22,4,1,1,INV708447,1,2.64,11.97,3.47,28.13,17.7,10.43,EUR
20240124,29,7,2,7,2,INV418983,4,38.9,115.95,515.11,3995.34,2825.72,1169.62,EUR
20251111,31,17,3,10,2,INV760708,3,5.48,198.43,172.89,914.51,673.14,241.37,EUR
20250923,2,20,2,8,1,INV534984,3,45.85,156.52,942.89,6233.55,3800.75,2432.8,EUR
20250726,7,1,3,6,2,INV954180,2,36.07,89.51,620.78,2607.85,1957.5,650.35,EUR
20240918,32,26,2,12,1,INV665771,4,38.64,177.61,1021.47,5841.38,4298.75,1542.63,EUR
20251229,21,5,1,11,2,INV507886,4,17.89,197.6,391.07,3143.99,1989.36,1154.63,EUR
20241106,29,15,1,10,3,INV890260,5,25.62,195.57,274.01,4736.49,3526.73,1209.76,EUR
20241229,3,20,4,9,2,INV749036,2,25.66,85.06,326.05,1856.59,960.46,896.13,EUR
20240902,3,17,4,5,2,INV941183,5,47.66,41.43,367.4,1607.15,947.34,659.81,EUR
20240825,23,9,4,10,2,INV285392,1,10.15,29.4,21.23,277.18,141.27,135.91,EUR
20240828,33,15,1,1,3,INV672419,1,11.27,174.88,165.4,1805.5,1060.23,745.27,EUR
20250313,1,29,3,10,1,INV322232,4,20.72,93.85,178.73,1765.84,1272.11,493.73,EUR
20250819,8,22,1,7,1,INV295310,2,6.67,74.23,97.54,397.57,227.14,170.43,EUR
20250811,26,23,3,6,3,INV926960,4,35.8,145.08,729.12,4464.74,3087.56,1377.18,EUR
20251016,3,2,3,2,2,INV646448,5,11.86,51.17,15.9,590.98,391.9,199.08,EUR
20251108,26,1,1,14,1,INV640671,3,16.47,10.06,28.58,137.11,75.44,61.67,EUR
20241212,31,7,1,2,1,INV171911,2,42.92,164.02,1205.42,5834.32,3082.87,2751.45,EUR
20250708,6,30,3,9,1,INV503457,1,30.29,125.44,585.69,3213.89,1718.73,1495.16,EUR
20250214,24,2,3,6,1,INV703546,1,33.92,150.54,605.73,4500.59,3375.42,1125.17,EUR
20250813,27,18,4,2,3,INV554137,4,4.76,11.48,0.13,54.51,32.34,22.17,EUR
20240531,39,28,2,12,1,INV887704,5,45.45,191.3,1473.68,7220.91,5753.39,1467.52,EUR
20240118,32,30,1,10,2,INV187796,2,48.18,51.8,405.7,2090.02,1091.55,998.47,EUR
20240718,18,19,3,3,1,INV144135,5,43.71,173.32,1224.81,6351.01,3254.29,3096.72,EUR
20240223,14,16,1,8,2,INV480859,5,28.23,83.22,336.58,2012.72,1160.26,852.46,EUR
20240108,25,13,1,2,3,INV290120,4,39.66,150.72,861.74,5115.82,3554.98,1560.84,EUR
20240301,25,19,3,2,2,INV433448,4,34.01,41.92,33.61,1392.09,876.3,515.79,EUR
20251020,5,18,1,2,3,INV865318,2,43.31,144.99,979.5,5300.02,4040.95,1259.07,EUR
20250921,39,30,2,4,1,INV290955,3,18.5,176.22,331.2,2928.87,1899.65,1029.22,EUR
20240518,4,14,2,4,1,INV929122,3,40.98,74.76,263.77,2799.89,1952.73,847.16,EUR
20250601,39,28,1,14,1,INV710980,4,32.03,118.44,306.95,3486.68,2316.1,1170.58,EUR
20241022,23,1,3,3,1,INV168264,2,37.97,170.08,1023.72,5434.22,2726.71,2707.51,EUR
20240505,26,26,3,13,1,INV822507,5,38.67,58.1,335.73,1911.0,1418.31,492.69,EUR
20240213,35,23,1,12,3,INV623829,1,13.58,162.84,244.05,1967.32,1123.0,844.32,EUR
20250311,37,11,3,5,3,INV469514,1,41.19,12.2,68.35,434.17,327.75,106.42,EUR
20241206,33,2,4,14,1,INV825940,4,13.85,85.69,141.02,1045.79,592.05,453.74,EUR
20250925,35,30,3,10,3,INV142594,4,13.64,125.59,93.94,1619.11,957.73,661.38,EUR
20251112,40,22,1,5,3,INV476529,4,46.57,199.39,822.82,8462.77,5325.82,3136.95,EUR
20241119,13,22,3,8,2,INV889314,4,30.64,176.85,873.95,4544.73,2538.57,2006.16,EUR
20240408,26,28,3,8,1,INV649911,4,7.05,197.95,187.64,1207.91,739.96,467.95,EUR
20250615,21,19,1,3,3,INV506239,2,30.83,94.74,226.71,2694.12,1444.82,1249.3,EUR
20250203,25,5,4,7,1,INV905299,2,16.11,109.2,95.02,1664.19,1302.01,362.18,EUR
20250715,39,30,4,8,3,INV148205,1,20.4,81.91,280.45,1390.51,1006.46,384.05,EUR
20251201,19,2,2,2,2,INV961782,4,47.64,49.19,335.95,2007.46,1092.57,914.89,EUR
20240531,18,6,2,6,1,INV458163,4,41.73,10.13,27.14,395.58,297.11,98.47,EUR
20250926,20,20,4,2,2,INV288484,1,18.74,171.35,218.02,2993.08,1631.41,1361.67,EUR
20251002,24,30,2,6,1,INV904826,1,10.23,32.62,18.17,315.53,244.71,70.82,EUR
20240118,22,20,2,5,3,INV256671,2,8.32,147.86,174.96,1055.24,529.72,525.52,EUR
20240328,10,30,3,5,3,INV337209,1,39.85,62.66,348.76,2148.24,1588.91,559.33,EUR
20241014,2,26,4,9,1,INV378123,2,34.36,130.68,786.63,3703.53,2386.98,1316.55,EUR
20250711,10,23,3,1,1,INV201364,1,21.93,110.87,110.91,2320.47,1311.31,1009.16,EUR
20250929,37,28,1,9,1,INV784870,1,48.05,162.76,886.64,6933.98,3780.28,3153.7,EUR
20241114,11,14,3,8,3,INV909874,5,37.99,92.69,152.86,3368.43,2020.21,1348.22,EUR
20250531,31,15,3,13,2,INV233689,4,11.45,143.43,164.97,1477.3,1159.84,317.46,EUR
20240527,13,24,4,14,3,INV256336,3,16.23,152.09,63.32,2405.1,1434.83,970.27,EUR
20241130,8,3,4,9,3,INV684160,2,28.12,72.91,403.86,1646.37,947.53,698.84,EUR
20250109,15,18,2,9,2,INV266553,1,49.36,93.86,438.1,4194.83,2575.24,1619.59,EUR
20250122,3,18,2,9,3,INV619196,3,16.73,142.3,238.33,2142.35,1121.97,1020.38,EUR
20251112,9,2,4,6,1,INV175765,2,36.12,84.1,218.66,2819.03,1569.85,1249.18,EUR
20250115,9,13,2,2,3,INV786649,1,24.56,66.15,291.94,1332.7,699.21,633.49,EUR
20240926,15,1,1,1,2,INV185584,3,46.18,77.54,423.17,3157.63,2400.37,757.26,EUR
20250126,20,12,4,5,2,INV314687,2,4.39,161.18,120.32,587.26,310.66,276.6,EUR
20240505,24,8,2,14,1,INV390064,5,46.71,41.28,166.65,1761.54,1205.91,555.63,EUR
20240130,6,1,1,12,1,INV930287,3,12.09,67.29,97.57,715.97,436.23,279.74,EUR
20251229,35,23,3,14,3,INV851767,4,31.72,149.4,496.16,4242.81,2238.91,2003.9,EUR
20250502,33,13,1,12,1,INV221219,3,29.06,39.15,138.12,999.58,564.97,434.61,EUR
20250323,15,17,2,8,2,INV711709,1,47.68,50.02,56.06,2328.89,1281.39,1047.5,EUR
20240822,39,11,3,9,1,INV560295,1,15.2,49.28,17.63,731.43,434.22,297.21,EUR
20250621,14,26,4,9,2,INV424695,4,24.11,173.12,213.57,3960.35,2525.57,1434.78,EUR
20240814,26,13,4,14,2,INV521754,1,1.18,193.73,17.27,211.33,151.13,60.2,EUR
20240614,36,28,2,2,1,INV925694,5,7.23,120.4,161.55,708.94,537.1,171.84,EUR
20250530,27,28,2,8,3,INV928517,3,38.37,35.4,71.02,1287.28,948.9,338.38,EUR
20250905,14,7,1,5,3,INV917100,3,32.55,199.68,560.12,5939.46,3265.69,2673.77,EUR
20240207,26,13,4,1,2,INV669461,3,49.44,27.96,55.95,1326.39,923.21,403.18,EUR
20240927,14,11,3,10,3,INV196020,1,48.36,134.99,1281.4,5246.72,3879.96,1366.76,EUR
20241225,7,5,3,3,1,INV130502,4,37.72,98.86,508.79,3220.21,2067.86,1152.35,EUR
20251225,2,10,2,13,2,INV364681,5,5.65,140.97,115.75,680.73,458.69,222.04,EUR
20250105,36,26,3,10,2,INV275028,1,31.51,104.93,499.06,2807.28,2179.63,627.65,EUR
20240801,27,7,4,6,3,INV620664,2,24.95,97.63,253.17,2182.7,1403.2,779.5,EUR
20250109,37,7,3,13,3,INV545797,1,11.22,157.36,31.53,1734.05,1000.64,733.41,EUR
20250901,5,19,3,4,3,INV124627,5,32.97,161.89,191.25,5146.26,3787.58,1358.68,EUR
20240513,13,7,1,11,2,INV990791,4,6.63,174.52,7.67,1149.4,600.56,548.84,EUR
20240817,40,4,3,5,3,INV100233,3,14.87,152.38,187.03,2078.86,1196.04,882.82,EUR
20250925,11,25,1,5,3,INV733034,1,5.26,174.16,96.11,819.97,506.85,313.12,EUR
20250128,17,27,4,12,3,INV119449,3,42.12,196.35,1089.48,7180.78,4819.78,2361.0,EUR
20240401,22,29,4,4,3,INV793612,1,19.69,126.49,285.07,2205.52,1408.31,797.21,EUR
20240824,25,15,2,1,3,INV808401,4,6.79,162.18,167.75,933.45,595.0,338.45,EUR
20250318,20,8,2,1,2,INV633638,4,28.81,93.38,85.14,2605.14,1511.21,1093.93,EUR
20250106,40,16,1,11,3,INV481719,3,45.84,94.35,169.08,4155.92,3035.76,1120.16,EUR
20250515,30,1,1,2,3,INV451947,3,34.21,28.22,186.34,779.07,547.51,231.56,EUR
20240729,12,24,4,1,3,INV544607,5,17.68,106.59,259.26,1625.25,1235.59,389.66,EUR
20251204,36,14,1,1,3,INV459685,5,24.24,188.94,458.86,4121.05,3279.91,841.14,EUR
20250505,38,10,2,12,1,INV996945,4,14.42,177.9,26.2,2539.12,1561.06,978.06,EUR
20240602,32,13,4,11,2,INV940876,3,30.13,163.61,787.25,4142.32,2984.98,1157.34,EUR
20250614,29,21,4,7,3,INV371877,5,32.02,194.76,928.67,5307.55,3209.27,2098.28,EUR
20251005,16,9,4,5,2,INV779240,1,36.13,34.64,5.89,1245.65,759.05,486.6,EUR
20250329,32,6,1,9,3,INV386149,5,30.95,69.82,98.1,2062.83,1417.42,645.41,EUR
20241206,2,8,4,13,2,INV393242,5,43.48,16.18,136.18,567.33,373.02,194.31,EUR
20250118,15,18,2,4,3,INV659601,3,46.32,120.27,207.83,5363.08,3658.42,1704.66,EUR
20240910,27,20,4,5,3,INV650357,1,35.13,62.57,343.25,1854.83,1191.57,663.26,EUR
20250414,14,2,3,2,2,INV101371,4,11.7,164.05,271.22,1648.16,1238.64,409.52,EUR
20241117,7,2,2,7,2,INV641616,2,43.6,95.87,486.06,3693.87,2075.19,1618.68,EUR
20241025,26,15,3,11,2,INV379422,4,43.32,151.66,325.39,6244.52,4716.04,1528.48,EUR
20240519,32,7,4,5,1,INV451980,5,8.19,20.2,31.6,133.84,90.03,43.81,EUR
20240312,4,29,1,1,1,INV758804,4,22.37,101.76,242.81,2033.56,1432.88,600.68,EUR
